Rxnorm	description
2265150	chlorpheniramine maleate 0.8 MG/ML / hydrocodone bitartrate 1 MG/ML / pseudoephed
2265848	guaiFENesin 26.4 MG/ML
2266666	guaifenesin 20 MG/ML / hydrocodone bitartrate 0.5 MG/ML / pseudoephedrine hydroch
2266675	guaifenesin 40 MG/ML / hydrocodone bitartrate 1.2 MG/ML / pseudoephedrine hydrochloride 9 MG/ML [Dynex HD]
2266681	guaifenesin 40 MG/ML / hydrocodone bitartrate 1.2 MG/ML / pseudoephedrine hydrochloride 9 MG/ML [Pseudatex HC]
2266696	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / pseudoeph
2266698	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / pseudoeph
2268080	naloxone hydrochloride 10 MG / oxycodone hydrochloride 20 MG [Targiniq]
2268081	12 HR naloxone hydrochloride 10 MG / oxycodone hydrochloride 20 MG Extended Relea
2268082	naloxone hydrochloride 10 MG / oxycodone hydrochloride 20 MG Extended Release Ora
2268084	naloxone hydrochloride 20 MG / oxycodone hydrochloride 40 MG [Targiniq]
2268085	12 HR naloxone hydrochloride 20 MG / oxycodone hydrochloride 40 MG Extended Relea
2268086	naloxone hydrochloride 20 MG / oxycodone hydrochloride 40 MG Extended Release Ora
2268865	guaifenesin 20 MG/ML / hydrocodone bitartrate 0.6 MG/ML / pseudoephedrine hydrochloride 3 MG/ML [Coldcough XP]
2268868	guaifenesin 20 MG/ML / hydrocodone bitartrate 0.6 MG/ML / pseudoephedrine hydrochloride 3 MG/ML [GeneCof XP]
2268875	guaifenesin 20 MG/ML / hydrocodone bitartrate 0.6 MG/ML / pseudoephedrine hydrochloride 3 MG/ML [Hydro-Tuss XP]
2268878	guaifenesin 45 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenylephrine hydrochlo
2268880	guaifenesin 20 MG/ML / hydrocodone bitartrate 0.6 MG/ML / pseudoephedrine hydrochloride 3 MG/ML [Pancof XP]
2268888	guaifenesin 45 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenylephrine hydrochlo
2268909	guaifenesin 20 MG/ML / hydrocodone bitartrate 0.4 MG/ML / phenylephrine hydrochloride 2 MG/ML [Mintuss G]
2268911	guaifenesin 20 MG/ML / hydrocodone bitartrate 0.4 MG/ML / phenylephrine hydrochloride 2 MG/ML [De-Chlor G]
2268913	guaifenesin 20 MG/ML / hydrocodone bitartrate 0.4 MG/ML / phenylephrine hydrochloride 2 MG/ML [Atuss G]
2268916	guaifenesin 40 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenylephrine hydrochlo
2268918	guaifenesin 40 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenylephrine hydrochlo
2269592	buprenorphine / naloxone Oral Film Product
2269593	buprenorphine / naloxone Sublingual Film
2269595	buprenorphine / naloxone Sublingual Film [Suboxone]
2269596	Suboxone Oral Film Product
2269744	buprenorphine / naloxone Sublingual Film [Cassipa]
2277368	1 ML hydromorphone hydrochloride 0.2 MG/ML Prefilled Syringe
2277369	hydromorphone hydrochloride 0.2 MG/ML [Dilaudid]
2277370	1 ML hydromorphone hydrochloride 0.2 MG/ML Prefilled Syringe [
2277371	hydromorphone hydrochloride 0.2 MG/ML Prefilled Syringe
2277372	Dilaudid 0.2 MG/ML Prefilled Syringe
2278405	chlorpheniramine maleate 0.8 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenyleph
2278503	chlorpheniramine maleate 0.8 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenyleph
2278602	chlorpheniramine maleate 0.8 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenyleph
2278702	chlorpheniramine maleate 0.8 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenyleph
2279462	guaifenesin 20 MG/ML / hydrocodone bitartrate 0.8 MG/ML / phenylephrine hydrochloride 2 MG/ML [MonteFlu HC]
2279466	guaifenesin 20 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenylephrine hydrochlo
2279468	guaifenesin 20 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenylephrine hydrochlo
2279471	guaifenesin 16 MG/ML / hydrocodone bitartrate 1 MG/ML / pheniramine maleate 2.67
2279480	codeine phosphate 10 MG / guaifenesin 400 MG / phenylephrine hydrochloride 10 MG
2279483	acetaminophen 250 MG / caffeine 30 MG / chlorpheniramine maleate 2 MG / hydrocodo
2279487	acetaminophen 325 MG / chlorpheniramine maleate 2 MG / codeine phosphate 16 MG /
2279490	caffeine 5 MG/ML / codeine phosphate 2 MG/ML / pheniramine maleate 2.6 MG/ML / ph
2279500	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenyleph
2279506	acetaminophen 300 MG / oxycodone hydrochloride 10 MG [Prolate]
2279507	acetaminophen / oxycodone Oral Tablet [Prolate]
2279508	Prolate Oral Product
2279509	Prolate Pill
2279510	acetaminophen 300 MG / oxycodone hydrochloride 10 MG Oral Tabl
2279511	acetaminophen 300 MG / oxycodone hydrochloride 5 MG [Prolate]
2279512	acetaminophen 300 MG / oxycodone hydrochloride 5 MG Oral Table
2279513	acetaminophen 300 MG / oxycodone hydrochloride 7.5 MG [Prolate
2279514	acetaminophen 300 MG / oxycodone hydrochloride 7.5 MG Oral Tab
2280291	dextromethorphan HBr 3 MG/ML / guaifenesin 20 MG/ML Oral Suspension
2281848	acetaminophen 60 MG/ML / oxycodone hydrochloride 2 MG/ML [Prol
2281849	acetaminophen / oxycodone Oral Solution [Prolate]
2281850	Prolate Oral Liquid Product
2281851	acetaminophen 60 MG/ML / oxycodone hydrochloride 2 MG/ML Oral
2281868	dexbrompheniramine maleate 0.2 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenyle
2281870	dexbrompheniramine maleate 0.2 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenyle
2282848	guaifenesin 24 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenylephrine hydrochlo
2282851	guaifenesin 30 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenylephrine hydrochlo
2282853	guaifenesin 30 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenylephrine hydrochlo
2282917	hydrocodone bitartrate 1 MG/ML / phenylephrine hydrochloride 1 MG/ML / pyrilamine
2282920	hydrocodone bitartrate 1 MG/ML / phenylephrine hydrochloride 1 MG/ML / pyrilamine
2282922	hydrocodone bitartrate 1 MG/ML / phenylephrine hydrochloride 1 MG/ML / pyrilamine
2283064	codeine polistirex 2 MG/ML
2283066	chlorpheniramine polistirex 0.8 MG/ML / codeine polistirex 4 MG/ML [Codeprex]
2283073	chlorpheniramine maleate 1 MG/ML / codeine phosphate 2 MG/ML / phenylephrine hydr
2358230	morphine Injection [Depodur]
2361648	carbetapentane citrate 4 MG/ML / guaifenesin 20 MG/ML [Betavent]
2361657	carbetapentane citrate 4 MG/ML / guaifenesin 20 MG/ML [Carba XP]
2361661	carbetapentane citrate 4 MG/ML / guaifenesin 20 MG/ML [Pulmari-GP]
2361664	carbetapentane citrate 2 MG/ML / guaifenesin 20 MG/ML [Exall]
2371986	codeine phosphate 2 MG/ML / guaifenesin 20 MG/ML / phenylpropanolamine hydrochlor
2371988	codeine phosphate 2 MG/ML / guaifenesin 20 MG/ML / phenylpropanolamine hydrochlor
2371990	codeine phosphate 2 MG/ML / guaifenesin 20 MG/ML / phenylpropanolamine hydrochlor
2371992	codeine phosphate 2 MG/ML / guaifenesin 20 MG/ML / phenylpropanolamine hydrochlor
2371994	codeine phosphate 2 MG/ML / guaifenesin 20 MG/ML / phenylpropanolamine hydrochlor
2371996	codeine phosphate 2 MG/ML / guaifenesin 20 MG/ML / phenylpropanolamine hydrochlor
2373029	codeine phosphate 2 MG/ML / guaifenesin 40 MG/ML / phenylpropanolamine hydrochlor
2373032	codeine phosphate 2 MG/ML / guaifenesin 40 MG/ML / phenylpropanolamine hydrochlor
2373034	codeine phosphate 2 MG/ML / guaifenesin 40 MG/ML / phenylpropanolamine hydrochlor
2373036	codeine phosphate 2 MG/ML / guaifenesin 40 MG/ML / phenylpropanolamine hydrochlor
2373044	codeine phosphate 2 MG/ML / guaifenesin 40 MG/ML / phenylpropanolamine hydrochlor
2373065	hydrocodone bitartrate 0.5 MG/ML / phenylpropanolamine hydrochloride 2.5 MG/ML [C
2373071	hydrocodone bitartrate 0.5 MG/ML / phenylpropanolamine hydrochloride 2.5 MG/ML [H
2373075	hydrocodone bitartrate 0.5 MG/ML / phenylpropanolamine hydrochloride 2.5 MG/ML [H
2373079	hydrocodone bitartrate 1 MG/ML / phenylpropanolamine hydrochloride 5 MG/ML [Codam
2373081	hydrocodone bitartrate 1 MG/ML / phenylpropanolamine hydrochloride 5 MG/ML [Hycom
2373083	hydrocodone bitartrate 1 MG/ML / phenylpropanolamine hydrochloride 5 MG/ML [Hycop
2373085	hydrocodone bitartrate 1 MG/ML / phenylpropanolamine hydrochloride 5 MG/ML [Hypam
2377384	acetaminophen / dextromethorphan / guaifenesin Oral Capsule
2377385	acetaminophen 325 MG / dextromethorphan HBr 10 MG / guaiFENesin 200 MG Oral Capsule
2383028	levorphanol tartrate 2 MG/ML
2383032	levorphanol tartrate 2 MG
2383034	levorphanol tartrate 2 MG [L-Dromoran]
2388601	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML [S-T Forte
2391614	acetaminophen 325 MG / phenyltoloxamine HCl 30 MG Oral Tablet
2391615	GG 200MG/P-EPHRINE 15MG/P-PROPANOL 45MG CAP
2395807	tramadol hydrochloride 5 MG/ML
2395808	tramadol hydrochloride 5 MG/ML Oral Solution
2395809	Qdolo
2395810	tramadol hydrochloride 5 MG/ML [Qdolo]
2395811	tramadol Oral Solution [Qdolo]
2395812	Qdolo Oral Liquid Product
2395813	Qdolo Oral Product
2395814	tramadol hydrochloride 5 MG/ML Oral Solution [Qdolo]
2474266	fentanyl Prefilled Syringe
2474267	2 ML fentanyl 0.05 MG/ML Prefilled Syringe
2474268	fentanyl 0.05 MG/ML Prefilled Syringe
2474269	1 ML fentanyl 0.05 MG/ML Prefilled Syringe
2539186	1 ML meperidine hydrochloride 50 MG/ML Prefilled Syringe
2539187	meperidine Prefilled Syringe [Demerol]
2539188	1 ML meperidine hydrochloride 50 MG/ML Prefilled Syringe [Deme
2539189	meperidine hydrochloride 50 MG/ML Prefilled Syringe
2539190	Demerol 50 MG/ML Prefilled Syringe
2539191	1 ML meperidine hydrochloride 25 MG/ML Prefilled Syringe
2539192	1 ML meperidine hydrochloride 25 MG/ML Prefilled Syringe [Deme
2539193	meperidine hydrochloride 25 MG/ML Prefilled Syringe
2539194	Demerol 25 MG/ML Prefilled Syringe
2539195	1 ML meperidine hydrochloride 100 MG/ML Prefilled Syringe
2539196	1 ML meperidine hydrochloride 100 MG/ML Prefilled Syringe [Demerol]
2539197	meperidine HCl/PF 100 mg/mL INJECTION SYRINGE (ML)
2539198	Demerol 100 MG/ML Prefilled Syringe
2539199	1 ML meperidine hydrochloride 75 MG/ML Prefilled Syringe
2539200	1 ML meperidine hydrochloride 75 MG/ML Prefilled Syringe [Demerol]
2539201	meperidine hydrochloride 75 MG/ML Prefilled Syringe
2539202	Demerol 75 MG/ML Prefilled Syringe
2540702	naloxone hydrochloride 80 MG/ML
2540703	naloxone 8 mg/0.1 mL nasal spray
2540705	naloxone hydrochloride 80 MG/ML [Kloxxado]
2540706	naloxone Nasal Spray [Kloxxado]
2540707	Kloxxado Inhalant Product
2540708	Kloxxado Nasal Product
2540709	naloxone hydrochloride 80 MG/ML Nasal Spray [Kloxxado]
2549032	acetaminophen / dextromethorphan / triprolidine Pill
2549033	acetaminophen / dextromethorphan / triprolidine Oral Tablet
2549035	acetaminophen / dextromethorphan / phenylephrine / triprolidine Pill
2549036	acetaminophen / dextromethorphan / phenylephrine / triprolidine Oral Tablet
2566815	guaifenesin 6.667 MG/ML
2569484	GUAIFENESIN .BETA.-ISOMER
2572023	dextromethorphan HBr 20 MG / guaiFENesin 200 MG / phenylephrine HCl 10 MG Oral Tablet
2588473	tramadol hydrochloride 44 MG
2588474	celecoxib / tramadol
2588475	celecoxib / tramadol Oral Product
2588476	celecoxib / tramadol Pill
2588477	celecoxib / tramadol Oral Tablet
2588478	celecoxib 56 MG / tramadol hydrochloride 44 MG (equivalent to tramadol 39 MG) Ora
2588480	celecoxib 56 MG / tramadol hydrochloride 44 MG [Seglentis]
2588481	Seglentis Oral Product
2588482	Seglentis Pill
2588483	celecoxib / tramadol Oral Tablet [Seglentis]
2588484	celecoxib 56 MG / tramadol hydrochloride 44 MG Oral Tablet [Se
2589611	naloxone hydrochloride 10 MG/ML
2589612	0.5 ML naloxone hydrochloride 10 MG/ML Prefilled Syringe
2589613	naloxone hydrochloride 10 MG/ML Prefilled Syringe
2589615	naloxone hydrochloride 10 MG/ML [Zimhi]
2589616	Zimhi Injectable Product
2589617	naloxone Prefilled Syringe [Zimhi]
2589618	0.5 ML naloxone hydrochloride 10 MG/ML Prefilled Syringe [Zimh
2589619	naloxone hydrochloride 10 MG/ML Prefilled Syringe [Zimhi]
2591378	Primatene with ephedrine & guaifenesin
2591379	ephedrine hydrochloride 12.5 MG / guaifenesin 200 MG [Primatene with ephedrine & guaifenesin]
2596174	naloxone hydrochloride 25 MG/ML
2596175	0.4 ML naloxone hydrochloride 25 MG/ML Auto-Injector
2596176	naloxone hydrochloride 25 MG/ML Auto-Injector
2598124	dextromethorphan / guaifenesin Effervescent Oral Tablet
2598125	"Alka-Seltzer Plus Maximum Strength, 10 mg-200 mg oral tablet, effervescent"
2599844	buprenorphine 20 MG/ML
2599845	buprenorphine Topical Solution
2599846	buprenorphine 20 MG/ML Topical Solution
2599848	buprenorphine 20 MG/ML [Zorbium]
2599849	Zorbium Topical Product
2599850	buprenorphine Topical Solution [Zorbium]
2599851	buprenorphine 20 MG/ML Topical Solution [Zorbium]
2608081	acetaminophen / dextromethorphan / phenylephrine / triprolidine Oral Capsule
2611255	bupropion hydrochloride 105 MG
2611256	bupropion / dextromethorphan
2611257	bupropion / dextromethorphan Oral Product
2611258	bupropion / dextromethorphan Pill
2611259	bupropion / dextromethorphan Extended Release Oral Tablet
2622305	acetaminophen / guaifenesin Oral Powder Product
2622306	acetaminophen / guaifenesin Powder for Oral Solution
2622307	acetaminophen 1000 MG / guaifenesin 400 MG Powder for Oral Solution
2629337	0.5 ML fentanyl 0.05 MG/ML Prefilled Syringe
2632848	butorphanol 10 MG/ML [Torphadine]
2632850	butorphanol Injectable Solution [Torphadine]
2632851	butorphanol 10 MG/ML Injectable Solution [Torphadine]
2635081	100 ML fentanyl 0.05 MG/ML Injection
2637878	naloxone hydrochloride 16 MG/ML
2637879	naloxone hydrochloride (naloxone 3.6 MG) 4 MG per 0.25 ML Nasal Spray
2639020	buprenorphine 50 MG/ML
2639021	0.16 ML buprenorphine 50 MG/ML Prefilled Syringe
2639022	buprenorphine 50 MG/ML Prefilled Syringe
2639026	buprenorphine Prefilled Syringe [Brixadi]
2639027	0.16 ML Brixadi 50 MG/ML Prefilled Syringe
2639028	Brixadi 50 MG/ML Prefilled Syringe
2639029	0.32 ML buprenorphine 50 MG/ML Prefilled Syringe
2639030	0.32 ML Brixadi 50 MG/ML Prefilled Syringe
2639031	0.48 ML buprenorphine 50 MG/ML Prefilled Syringe
2639032	0.48 ML Brixadi 50 MG/ML Prefilled Syringe
2639033	0.64 ML buprenorphine 50 MG/ML Prefilled Syringe
2639034	0.64 ML Brixadi 50 MG/ML Prefilled Syringe
2639035	buprenorphine 356 MG/ML
2639036	0.18 ML buprenorphine 356 MG/ML Prefilled Syringe
2639037	buprenorphine 356 MG/ML Prefilled Syringe
2639039	0.18 ML Brixadi 356 MG/ML Prefilled Syringe
2639040	Brixadi 356 MG/ML Prefilled Syringe
2639041	0.27 ML buprenorphine 356 MG/ML Prefilled Syringe
2639042	0.27 ML Brixadi 356 MG/ML Prefilled Syringe
2639043	0.36 ML buprenorphine 356 MG/ML Prefilled Syringe
2639044	0.36 ML Brixadi 356 MG/ML Prefilled Syringe
2644701	acetaminophen / dextromethorphan / guaifenesin Oral Suspension
2645312	codeine phosphate / guaifenesin Oral Tablet
2645317	Morphine Sulfate Oral Solution
2645320	naloxone hydrochloride Prefilled Syringe
2645321	morphine sulfate Injectable Solution
2645326	morphine sulfate Extended Release Oral Tablet
2645331	hydrocodone bitartrate Extended Release Oral Capsule
2645335	dextromethorphan hydrobromide / guaifenesin / pseudoephedrine hydrochloride Extended Release Oral Tablet
2645355	guaifenesin / hydrocodone bitartrate / phenylephrine hydrochloride Oral Solution
2645368	homatropine methylbromide / hydrocodone bitartrate Oral Tablet
2645369	diphenhydramine hydrochloride / guaifenesin Oral Solution
2645370	brompheniramine maleate / dihydrocodeine bitartrate / phenylephrine hydrochloride Oral Solution
2645380	dextromethorphan hydrobromide / guaifenesin Extended Release Oral Capsule
2645384	oxycodone hydrochloride Oral Tablet
2645386	dextromethorphan hydrobromide / guaifenesin / phenylephrine hydrochloride Oral Tablet
2645421	chlophedianol hydrochloride / guaifenesin Oral Solution
2645431	guaifenesin / hydrocodone bitartrate / phenylpropanolamine / salicylamide Oral Tablet
2645434	dextromethorphan hydrobromide / guaifenesin / pseudoephedrine hydrochloride Oral Tablet
2645448	Oxycodone Hydrochloride Oral Solution
2645452	atropine sulfate / morphine sulfate Injectable Solution
2645456	codeine phosphate / dexchlorpheniramine maleate / phenylephrine hydrochloride Ora
2645469	carbetapentane citrate / guaifenesin / phenylephrine hydrochloride Oral Solution
2645490	oxymorphone hydrochloride Oral Tablet
2645514	brompheniramine maleate / guaifenesin / phenylpropanolamine hydrochloride Extended Release Oral Tablet
2645519	codeine phosphate / guaifenesin / pseudoephedrine hydrochloride / triprolidine hydrochloride Oral Solution
2645548	codeine phosphate / guaifenesin / phenylephrine hydrochloride Oral Tablet
2645558	acetaminophen / codeine phosphate Oral Capsule
2645562	diphenhydramine hydrochloride / hydrocodone bitartrate / phenylephrine hydrochloride Oral Solution
2645563	ephedrine hydrochloride / guaifenesin Extended Release Oral Tablet
2645576	hydrocodone bitartrate Extended Release Oral Tablet
2645579	aspirin / oxycodone hydrochloride Oral Tablet
2645585	codeine phosphate / guaiacolsulfonic acid / phenylephrine hydrochloride / promethazine hydrochloride Oral Solution
2645603	dextromethorphan hydrobromide / guaifenesin Oral Tablet
2645626	brompheniramine maleate / dextromethorphan hydrobromide / guaifenesin / pseudoephedrine hydrochloride Oral Solution
2645645	chlorpheniramine maleate / guaifenesin / phenylephrine hydrochloride Extended Release Oral Tablet
2645655	dihydrocodeine bitartrate / guaifenesin / pseudoephedrine hydrochloride Oral Solution
2645658	acetaminophen / dextromethorphan hydrobromide / guaifenesin / phenylephrine hydrochloride Powder for Oral Solution
2645693	"acetaminophen / caffeine / chlorpheniramine maleate / guaifenesin / methylephedrine hydrochloride, DL- Oral Solution"
2645695	naltrexone hydrochloride Oral Tablet
2645713	acetaminophen / oxycodone hydrochloride Oral Solution
2645714	ephedrine hydrochloride / guaifenesin / theophylline Oral Tablet
2645739	brompheniramine maleate / guaifenesin / pseudoephedrine hydrochloride Extended Release Oral Capsule
2645745	choline salicylate / guaifenesin / phenylephrine hydrochloride Oral Solution
2645763	codeine phosphate Oral Tablet
2645769	hydrocodone bitartrate / pseudoephedrine hydrochloride Oral Tablet
2645787	chlorpheniramine maleate / dextromethorphan hydrobromide / guaifenesin Oral Tablet
2645804	dextromethorphan hydrobromide / guaifenesin Oral Lozenge
2645821	acetaminophen / guaifenesin / phenylephrine hydrochloride Oral Capsule
2645823	chlophedianol hydrochloride / guaifenesin / pseudoephedrine hydrochloride Oral Solution
2645829	morphine sulfate Disintegrating Oral Tablet
2645837	caffeine / codeine phosphate / pheniramine maleate / phenylephrine hydrochloride / sodium salicylate Oral Solution
2645844	guaifenesin / phenylephrine hydrochloride Extended Release Oral Tablet
2645853	carbetapentane citrate / guaifenesin Extended Release Oral Tablet
2645875	chlorpheniramine polistirex / hydrocodone polistirex Extended Release Suspension
2645876	dextromethorphan hydrobromide / guaifenesin / phenylephrine hydrochloride Oral Solution
2645895	meperidine hydrochloride Injection
2645901	guaifenesin / phenylpropanolamine hydrochloride Extended Release Oral Tablet
2645908	guaifenesin / hydrocodone bitartrate / pheniramine maleate / phenylpropanolamine hydrochloride / pyrilamine maleate Oral Solution
2645910	hydrocodone bitartrate / phenylephrine hydrochloride / pyrilamine maleate Oral Solution
2645937	oxymorphone hydrochloride Extended Release Oral Tablet
2645951	tramadol hydrochloride Extended Release Oral Tablet
2645981	dextromethorphan hydrobromide / guaifenesin Oral Suspension
2646021	dextromethorphan hydrobromide / guaifenesin / pyrilamine maleate / sodium citrate Oral Solution
2646052	acetaminophen / guaifenesin / phenylephrine hydrochloride Oral Tablet
2646094	dexchlorpheniramine tannate / hydrocodone bitartrate / phenylephrine hydrochloride Oral Suspension
2646098	oxymorphone hydrochloride Rectal Suppository
2646106	chlorpheniramine maleate / guaifenesin / hydrocodone bitartrate / pseudoephedrine hydrochloride Oral Solution
2646120	acetaminophen / caffeine / dihydrocodeine bitartrate Oral Capsule
2646126	codeine phosphate Oral Solution
2646144	hydrocodone bitartrate / pheniramine maleate / phenylephrine hydrochloride / phenylpropanolamine hydrochloride / pyrilamine maleate Oral Solut
2646147	aspirin / hydrocodone bitartrate Oral Tablet
2646177	hydrocodone bitartrate / phenylephrine hydrochloride Oral Solution
2646178	dihydrocodeine bitartrate Oral Capsule
2646185	dextromethorphan hydrobromide / guaifenesin Oral Capsule
2646190	naloxone hydrochloride Injection
2646197	guaifenesin / hydrocodone bitartrate / pheniramine maleate / phenylephrine hydrochloride / phenylpropanolamine hydrochloride Oral Solution
2646204	dextromethorphan hydrobromide / guaifenesin Otic Solution
2646224	citric acid / dextromethorphan hydrobromide / guaifenesin / potassium citrate Oral Solution
